Person_name,Threshold,TP,FP,FN,TN,FMC,Miss_R,FMR,Intrusion,Train_count,Test_count
Brahmanandam,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
Cochinhaneefa,0.03,1,0,2,0,0,66.66666666666666,0,15.714285714285714,9,3
Dileep,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
Dr.Rajkumar,0.03,0,0,1,0,2,100.0,100.0,15.714285714285714,9,3
Dwarkish,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
FaridaJalal,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
HrithikRoshan,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
Innocent,0.03,0,0,0,0,3,0,100.0,15.714285714285714,9,3
Jagadeesh,0.03,1,0,1,0,1,50.0,50.0,15.714285714285714,9,3
JagapathiBabu,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
Jagathi,0.03,0,0,0,0,3,0,100.0,15.714285714285714,9,3
Jamuna,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
JayaBhaduri,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
Jayaprakash,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Jayram,0.03,1,0,0,0,2,0,66.66666666666666,15.714285714285714,9,3
JosePrakash,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
K.Viswanath,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
KajalAgarwal,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Kajol,0.03,0,0,0,0,3,0,100.0,15.714285714285714,9,3
KareenaKapoor,0.03,0,0,1,0,2,100.0,100.0,15.714285714285714,9,3
KarunaBenerjee,0.03,2,0,1,0,0,33.33333333333333,0,15.714285714285714,9,3
KatrinaKaif,0.03,1,0,2,0,0,66.66666666666666,0,15.714285714285714,9,3
KavyaMadhavan,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
KotaSrinivasarao,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Lakshmidevi,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Leelavathi,0.03,2,0,0,0,1,0,33.33333333333333,15.714285714285714,9,3
Loknath,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
M.S.Narayana,0.03,0,0,2,0,1,100.0,100.0,15.714285714285714,9,3
MadhabiMukherjee,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Madhavan,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
Madhu,0.03,0,0,3,0,0,100.0,0,15.714285714285714,9,3
MadhuriDixit,0.03,1,0,2,0,0,66.66666666666666,0,15.714285714285714,9,3
Mallikarjunrao,0.03,0,0,1,0,2,100.0,100.0,15.714285714285714,9,3
